nohup: ignoring input
/opt/conda/lib/python3.10/site-packages/timm/models/layers/__init__.py:48: FutureWarning: Importing from timm.models.layers is deprecated, please import via timm.layers
  warnings.warn(f"Importing from {__name__} is deprecated, please import via timm.layers", FutureWarning)
/opt/conda/lib/python3.10/site-packages/timm/models/registry.py:4: FutureWarning: Importing from timm.models.registry is deprecated, please import via timm.models
  warnings.warn(f"Importing from {__name__} is deprecated, please import via timm.models", FutureWarning)
load data...
Start train...
/opt/conda/lib/python3.10/site-packages/torch/optim/lr_scheduler.py:143: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn("Detected call of `lr_scheduler.step()` before `optimizer.step()`. "
2024-11-26 00:31:41.874941 Epoch [005/180], Step [0620/0750], Total_loss: 1.4564 Loss1: 0.7110 Loss2: 0.6734
2024-11-26 00:32:20.362895 Epoch [005/180], Step [0640/0750], Total_loss: 1.6692 Loss1: 0.8234 Loss2: 0.8127
2024-11-26 00:32:57.978180 Epoch [005/180], Step [0660/0750], Total_loss: 1.2417 Loss1: 0.6218 Loss2: 0.5731
2024-11-26 00:33:35.980088 Epoch [005/180], Step [0680/0750], Total_loss: 1.6661 Loss1: 0.8126 Loss2: 0.8208
2024-11-26 00:34:13.442372 Epoch [005/180], Step [0700/0750], Total_loss: 1.5066 Loss1: 0.7612 Loss2: 0.7287
2024-11-26 00:34:51.038028 Epoch [005/180], Step [0720/0750], Total_loss: 1.6149 Loss1: 0.7819 Loss2: 0.7674
2024-11-26 00:35:28.557776 Epoch [005/180], Step [0740/0750], Total_loss: 1.6036 Loss1: 0.7907 Loss2: 0.7738
2024-11-26 00:35:47.670998 Epoch [005/180], Step [0750/0750], Total_loss: 1.9301 Loss1: 0.9122 Loss2: 0.9725
Epoch: 5, MAE: 0.031407889821087824, bestMAE: 0.031106717098933766, bestEpoch: 4.
2024-11-26 00:45:18.346431 Epoch [006/180], Step [0001/0750], Total_loss: 1.2462 Loss1: 0.6568 Loss2: 0.5894
2024-11-26 00:45:54.434253 Epoch [006/180], Step [0020/0750], Total_loss: 1.4987 Loss1: 0.7635 Loss2: 0.7351
2024-11-26 00:46:32.364090 Epoch [006/180], Step [0040/0750], Total_loss: 1.5214 Loss1: 0.7678 Loss2: 0.7531
2024-11-26 00:47:10.815974 Epoch [006/180], Step [0060/0750], Total_loss: 1.6453 Loss1: 0.8336 Loss2: 0.8108
2024-11-26 00:47:48.726458 Epoch [006/180], Step [0080/0750], Total_loss: 1.3790 Loss1: 0.7128 Loss2: 0.6651
2024-11-26 00:48:26.669033 Epoch [006/180], Step [0100/0750], Total_loss: 1.8005 Loss1: 0.8902 Loss2: 0.9097
2024-11-26 00:49:04.682874 Epoch [006/180], Step [0120/0750], Total_loss: 1.5394 Loss1: 0.7727 Loss2: 0.7630
2024-11-26 00:49:42.560515 Epoch [006/180], Step [0140/0750], Total_loss: 1.6199 Loss1: 0.8116 Loss2: 0.7977
2024-11-26 00:50:20.749839 Epoch [006/180], Step [0160/0750], Total_loss: 1.3781 Loss1: 0.6663 Loss2: 0.6922
2024-11-26 00:50:58.804253 Epoch [006/180], Step [0180/0750], Total_loss: 1.4787 Loss1: 0.7459 Loss2: 0.7267
2024-11-26 00:51:37.005487 Epoch [006/180], Step [0200/0750], Total_loss: 1.7926 Loss1: 0.8792 Loss2: 0.8986
2024-11-26 00:52:15.097906 Epoch [006/180], Step [0220/0750], Total_loss: 1.8822 Loss1: 0.9245 Loss2: 0.9501
2024-11-26 00:52:53.693488 Epoch [006/180], Step [0240/0750], Total_loss: 1.7142 Loss1: 0.8430 Loss2: 0.8668
2024-11-26 00:53:31.618511 Epoch [006/180], Step [0260/0750], Total_loss: 1.3014 Loss1: 0.6720 Loss2: 0.6210
2024-11-26 00:54:09.582599 Epoch [006/180], Step [0280/0750], Total_loss: 1.7091 Loss1: 0.8324 Loss2: 0.8577
2024-11-26 00:54:47.927646 Epoch [006/180], Step [0300/0750], Total_loss: 1.7198 Loss1: 0.8356 Loss2: 0.8554
2024-11-26 00:55:26.234049 Epoch [006/180], Step [0320/0750], Total_loss: 1.2358 Loss1: 0.6318 Loss2: 0.5699
2024-11-26 00:56:04.408863 Epoch [006/180], Step [0340/0750], Total_loss: 1.5092 Loss1: 0.7633 Loss2: 0.7318
2024-11-26 00:56:42.353247 Epoch [006/180], Step [0360/0750], Total_loss: 1.6077 Loss1: 0.8037 Loss2: 0.7931
2024-11-26 00:57:20.525112 Epoch [006/180], Step [0380/0750], Total_loss: 1.8327 Loss1: 0.9098 Loss2: 0.9144
2024-11-26 00:57:58.233432 Epoch [006/180], Step [0400/0750], Total_loss: 1.7085 Loss1: 0.8458 Loss2: 0.8427
2024-11-26 00:58:36.440515 Epoch [006/180], Step [0420/0750], Total_loss: 1.5058 Loss1: 0.7610 Loss2: 0.7217
2024-11-26 00:59:14.446887 Epoch [006/180], Step [0440/0750], Total_loss: 1.7196 Loss1: 0.8549 Loss2: 0.8527
2024-11-26 00:59:52.379296 Epoch [006/180], Step [0460/0750], Total_loss: 1.4634 Loss1: 0.7364 Loss2: 0.6988
2024-11-26 01:00:30.488897 Epoch [006/180], Step [0480/0750], Total_loss: 1.3008 Loss1: 0.6564 Loss2: 0.6144
2024-11-26 01:01:08.677144 Epoch [006/180], Step [0500/0750], Total_loss: 1.7126 Loss1: 0.8358 Loss2: 0.8358
2024-11-26 01:01:46.712876 Epoch [006/180], Step [0520/0750], Total_loss: 1.5868 Loss1: 0.7642 Loss2: 0.7698
2024-11-26 01:02:24.628949 Epoch [006/180], Step [0540/0750], Total_loss: 1.5691 Loss1: 0.7771 Loss2: 0.7776
2024-11-26 01:03:02.613565 Epoch [006/180], Step [0560/0750], Total_loss: 1.5088 Loss1: 0.7531 Loss2: 0.7304
2024-11-26 01:03:40.673689 Epoch [006/180], Step [0580/0750], Total_loss: 1.5056 Loss1: 0.7405 Loss2: 0.7182
2024-11-26 01:04:18.538661 Epoch [006/180], Step [0600/0750], Total_loss: 1.7060 Loss1: 0.8349 Loss2: 0.8523
2024-11-26 01:04:56.469763 Epoch [006/180], Step [0620/0750], Total_loss: 1.1181 Loss1: 0.5995 Loss2: 0.5007
2024-11-26 01:05:34.556018 Epoch [006/180], Step [0640/0750], Total_loss: 1.8588 Loss1: 0.8690 Loss2: 0.8995
2024-11-26 01:06:12.443653 Epoch [006/180], Step [0660/0750], Total_loss: 1.5284 Loss1: 0.7593 Loss2: 0.7403
2024-11-26 01:06:50.520398 Epoch [006/180], Step [0680/0750], Total_loss: 1.7520 Loss1: 0.8497 Loss2: 0.8694
2024-11-26 01:07:28.427788 Epoch [006/180], Step [0700/0750], Total_loss: 1.5290 Loss1: 0.7532 Loss2: 0.7469
2024-11-26 01:08:06.168858 Epoch [006/180], Step [0720/0750], Total_loss: 1.3766 Loss1: 0.6804 Loss2: 0.6609
2024-11-26 01:08:43.646249 Epoch [006/180], Step [0740/0750], Total_loss: 1.4228 Loss1: 0.7016 Loss2: 0.6557
2024-11-26 01:09:02.621101 Epoch [006/180], Step [0750/0750], Total_loss: 1.3658 Loss1: 0.6852 Loss2: 0.6142
Epoch: 6, MAE: 0.02782009243192882, bestMAE: 0.031106717098933766, bestEpoch: 4.
Save state_dict successfully! Best epoch:6.
2024-11-26 01:18:34.691283 Epoch [007/180], Step [0001/0750], Total_loss: 1.4565 Loss1: 0.7438 Loss2: 0.7127
2024-11-26 01:19:11.266508 Epoch [007/180], Step [0020/0750], Total_loss: 1.4571 Loss1: 0.7471 Loss2: 0.7099
2024-11-26 01:19:49.189202 Epoch [007/180], Step [0040/0750], Total_loss: 1.4911 Loss1: 0.7595 Loss2: 0.7310
2024-11-26 01:20:27.253932 Epoch [007/180], Step [0060/0750], Total_loss: 1.4119 Loss1: 0.7297 Loss2: 0.6815
2024-11-26 01:21:05.025489 Epoch [007/180], Step [0080/0750], Total_loss: 1.5725 Loss1: 0.7955 Loss2: 0.7760
2024-11-26 01:21:43.219611 Epoch [007/180], Step [0100/0750], Total_loss: 1.5658 Loss1: 0.7910 Loss2: 0.7725
2024-11-26 01:22:21.318440 Epoch [007/180], Step [0120/0750], Total_loss: 1.5132 Loss1: 0.7767 Loss2: 0.7348
2024-11-26 01:22:59.202915 Epoch [007/180], Step [0140/0750], Total_loss: 1.4590 Loss1: 0.7452 Loss2: 0.7098
2024-11-26 01:23:37.223147 Epoch [007/180], Step [0160/0750], Total_loss: 1.6376 Loss1: 0.8092 Loss2: 0.8253
2024-11-26 01:24:15.326228 Epoch [007/180], Step [0180/0750], Total_loss: 1.4849 Loss1: 0.7570 Loss2: 0.7243
2024-11-26 01:24:53.528799 Epoch [007/180], Step [0200/0750], Total_loss: 1.4484 Loss1: 0.7251 Loss2: 0.7108
2024-11-26 01:25:31.576472 Epoch [007/180], Step [0220/0750], Total_loss: 1.5044 Loss1: 0.7610 Loss2: 0.7368
2024-11-26 01:26:09.536553 Epoch [007/180], Step [0240/0750], Total_loss: 1.3591 Loss1: 0.6853 Loss2: 0.6632
2024-11-26 01:26:47.720450 Epoch [007/180], Step [0260/0750], Total_loss: 1.6644 Loss1: 0.8219 Loss2: 0.8304
2024-11-26 01:27:25.718432 Epoch [007/180], Step [0280/0750], Total_loss: 1.4863 Loss1: 0.7685 Loss2: 0.6969
2024-11-26 01:28:04.220478 Epoch [007/180], Step [0300/0750], Total_loss: 1.7830 Loss1: 0.8520 Loss2: 0.9053
2024-11-26 01:28:42.366208 Epoch [007/180], Step [0320/0750], Total_loss: 1.6111 Loss1: 0.8100 Loss2: 0.7972
2024-11-26 01:29:20.450270 Epoch [007/180], Step [0340/0750], Total_loss: 1.5835 Loss1: 0.7935 Loss2: 0.7777
2024-11-26 01:29:58.497903 Epoch [007/180], Step [0360/0750], Total_loss: 1.2361 Loss1: 0.6290 Loss2: 0.5757
2024-11-26 01:30:36.716883 Epoch [007/180], Step [0380/0750], Total_loss: 1.6058 Loss1: 0.8068 Loss2: 0.7908
2024-11-26 01:31:14.777044 Epoch [007/180], Step [0400/0750], Total_loss: 1.0682 Loss1: 0.5860 Loss2: 0.4586
2024-11-26 01:31:52.842378 Epoch [007/180], Step [0420/0750], Total_loss: 1.5062 Loss1: 0.7720 Loss2: 0.7216
2024-11-26 01:32:31.073629 Epoch [007/180], Step [0440/0750], Total_loss: 1.5968 Loss1: 0.7757 Loss2: 0.7849
2024-11-26 01:33:09.204869 Epoch [007/180], Step [0460/0750], Total_loss: 2.1968 Loss1: 0.9653 Loss2: 1.1612
2024-11-26 01:33:47.450574 Epoch [007/180], Step [0480/0750], Total_loss: 1.6929 Loss1: 0.8211 Loss2: 0.8577
2024-11-26 01:34:25.464678 Epoch [007/180], Step [0500/0750], Total_loss: 1.6968 Loss1: 0.8433 Loss2: 0.8390
2024-11-26 01:35:03.783828 Epoch [007/180], Step [0520/0750], Total_loss: 1.5459 Loss1: 0.7595 Loss2: 0.7535
2024-11-26 01:35:41.726995 Epoch [007/180], Step [0540/0750], Total_loss: 1.5696 Loss1: 0.7736 Loss2: 0.7643
2024-11-26 01:36:19.690770 Epoch [007/180], Step [0560/0750], Total_loss: 1.6868 Loss1: 0.7950 Loss2: 0.8456
2024-11-26 01:36:58.075527 Epoch [007/180], Step [0580/0750], Total_loss: 1.5463 Loss1: 0.7693 Loss2: 0.7488
2024-11-26 01:37:36.248208 Epoch [007/180], Step [0600/0750], Total_loss: 1.8879 Loss1: 0.9195 Loss2: 0.9579
2024-11-26 01:38:14.859336 Epoch [007/180], Step [0620/0750], Total_loss: 1.3194 Loss1: 0.6909 Loss2: 0.6022
2024-11-26 01:38:53.302030 Epoch [007/180], Step [0640/0750], Total_loss: 1.9179 Loss1: 0.9029 Loss2: 0.9673
2024-11-26 01:39:31.289013 Epoch [007/180], Step [0660/0750], Total_loss: 1.9915 Loss1: 0.8801 Loss2: 1.0567
2024-11-26 01:40:09.187696 Epoch [007/180], Step [0680/0750], Total_loss: 1.6331 Loss1: 0.7736 Loss2: 0.7739
2024-11-26 01:40:47.182916 Epoch [007/180], Step [0700/0750], Total_loss: 2.0454 Loss1: 0.9421 Loss2: 1.0216
2024-11-26 01:41:25.066228 Epoch [007/180], Step [0720/0750], Total_loss: 1.4122 Loss1: 0.7276 Loss2: 0.6398
2024-11-26 01:42:02.557896 Epoch [007/180], Step [0740/0750], Total_loss: 1.5011 Loss1: 0.7538 Loss2: 0.7335
2024-11-26 01:42:21.572679 Epoch [007/180], Step [0750/0750], Total_loss: 1.5935 Loss1: 0.7802 Loss2: 0.7773
Epoch: 7, MAE: 0.02824025067890875, bestMAE: 0.02782009243192882, bestEpoch: 6.
2024-11-26 01:52:39.696811 Epoch [008/180], Step [0001/0750], Total_loss: 1.5840 Loss1: 0.7906 Loss2: 0.7934
2024-11-26 01:53:16.228235 Epoch [008/180], Step [0020/0750], Total_loss: 1.4934 Loss1: 0.7536 Loss2: 0.7398
2024-11-26 01:53:54.084834 Epoch [008/180], Step [0040/0750], Total_loss: 1.6041 Loss1: 0.8103 Loss2: 0.7934
2024-11-26 01:54:32.269700 Epoch [008/180], Step [0060/0750], Total_loss: 1.6033 Loss1: 0.7924 Loss2: 0.8097
2024-11-26 01:55:10.108578 Epoch [008/180], Step [0080/0750], Total_loss: 1.5558 Loss1: 0.7806 Loss2: 0.7732
2024-11-26 01:55:48.052282 Epoch [008/180], Step [0100/0750], Total_loss: 1.5107 Loss1: 0.7596 Loss2: 0.7492
2024-11-26 01:56:25.949716 Epoch [008/180], Step [0120/0750], Total_loss: 1.3277 Loss1: 0.7006 Loss2: 0.6191
2024-11-26 01:57:04.084718 Epoch [008/180], Step [0140/0750], Total_loss: 1.3664 Loss1: 0.6809 Loss2: 0.6738
2024-11-26 01:57:42.465634 Epoch [008/180], Step [0160/0750], Total_loss: 1.5275 Loss1: 0.7764 Loss2: 0.7459
2024-11-26 01:58:20.970158 Epoch [008/180], Step [0180/0750], Total_loss: 1.8257 Loss1: 0.8899 Loss2: 0.9295
2024-11-26 01:58:59.373310 Epoch [008/180], Step [0200/0750], Total_loss: 1.7180 Loss1: 0.8413 Loss2: 0.8610
2024-11-26 01:59:37.339764 Epoch [008/180], Step [0220/0750], Total_loss: 1.4708 Loss1: 0.7373 Loss2: 0.7283
2024-11-26 02:00:15.369725 Epoch [008/180], Step [0240/0750], Total_loss: 1.7904 Loss1: 0.8824 Loss2: 0.9003
2024-11-26 02:00:53.426351 Epoch [008/180], Step [0260/0750], Total_loss: 1.6483 Loss1: 0.8174 Loss2: 0.8201
2024-11-26 02:01:31.254393 Epoch [008/180], Step [0280/0750], Total_loss: 1.3697 Loss1: 0.6978 Loss2: 0.6626
2024-11-26 02:02:09.108430 Epoch [008/180], Step [0300/0750], Total_loss: 1.3881 Loss1: 0.7127 Loss2: 0.6555
2024-11-26 02:02:47.146543 Epoch [008/180], Step [0320/0750], Total_loss: 1.4423 Loss1: 0.7320 Loss2: 0.6936
2024-11-26 02:03:24.834263 Epoch [008/180], Step [0340/0750], Total_loss: 1.5503 Loss1: 0.7749 Loss2: 0.7703
2024-11-26 02:04:03.211548 Epoch [008/180], Step [0360/0750], Total_loss: 1.7578 Loss1: 0.8424 Loss2: 0.8769
2024-11-26 02:04:41.291916 Epoch [008/180], Step [0380/0750], Total_loss: 1.5467 Loss1: 0.7729 Loss2: 0.7587
2024-11-26 02:05:19.677063 Epoch [008/180], Step [0400/0750], Total_loss: 1.9747 Loss1: 0.9581 Loss2: 1.0164
2024-11-26 02:05:58.087207 Epoch [008/180], Step [0420/0750], Total_loss: 1.8025 Loss1: 0.8447 Loss2: 0.9210
2024-11-26 02:06:35.996642 Epoch [008/180], Step [0440/0750], Total_loss: 1.7751 Loss1: 0.8400 Loss2: 0.8676
2024-11-26 02:07:14.176266 Epoch [008/180], Step [0460/0750], Total_loss: 1.6025 Loss1: 0.7965 Loss2: 0.7981
2024-11-26 02:07:52.513957 Epoch [008/180], Step [0480/0750], Total_loss: 1.3998 Loss1: 0.6901 Loss2: 0.6652
2024-11-26 02:08:30.583156 Epoch [008/180], Step [0500/0750], Total_loss: 1.7628 Loss1: 0.8345 Loss2: 0.8939
2024-11-26 02:09:08.809312 Epoch [008/180], Step [0520/0750], Total_loss: 1.7246 Loss1: 0.8329 Loss2: 0.8796
2024-11-26 02:09:47.073088 Epoch [008/180], Step [0540/0750], Total_loss: 1.6034 Loss1: 0.7933 Loss2: 0.8004
2024-11-26 02:10:25.017510 Epoch [008/180], Step [0560/0750], Total_loss: 1.9215 Loss1: 0.9157 Loss2: 0.9828
2024-11-26 02:11:03.291101 Epoch [008/180], Step [0580/0750], Total_loss: 1.6173 Loss1: 0.7891 Loss2: 0.8008
2024-11-26 02:11:41.215662 Epoch [008/180], Step [0600/0750], Total_loss: 1.4781 Loss1: 0.7206 Loss2: 0.7165
2024-11-26 02:12:19.180833 Epoch [008/180], Step [0620/0750], Total_loss: 1.4777 Loss1: 0.7257 Loss2: 0.7189
2024-11-26 02:12:57.108691 Epoch [008/180], Step [0640/0750], Total_loss: 1.8017 Loss1: 0.8698 Loss2: 0.9254
2024-11-26 02:13:35.040906 Epoch [008/180], Step [0660/0750], Total_loss: 1.4647 Loss1: 0.7439 Loss2: 0.6911
2024-11-26 02:14:13.227792 Epoch [008/180], Step [0680/0750], Total_loss: 1.6531 Loss1: 0.7912 Loss2: 0.7710
2024-11-26 02:14:50.975493 Epoch [008/180], Step [0700/0750], Total_loss: 1.5563 Loss1: 0.7186 Loss2: 0.7490
2024-11-26 02:15:28.996720 Epoch [008/180], Step [0720/0750], Total_loss: 1.9418 Loss1: 0.9353 Loss2: 0.9920
2024-11-26 02:16:06.624681 Epoch [008/180], Step [0740/0750], Total_loss: 1.4054 Loss1: 0.7194 Loss2: 0.6476
2024-11-26 02:16:25.425856 Epoch [008/180], Step [0750/0750], Total_loss: 1.6381 Loss1: 0.8112 Loss2: 0.8212
Epoch: 8, MAE: 0.025958800800178018, bestMAE: 0.02782009243192882, bestEpoch: 6.
Save state_dict successfully! Best epoch:8.
2024-11-26 02:25:56.483772 Epoch [009/180], Step [0001/0750], Total_loss: 1.5505 Loss1: 0.7870 Loss2: 0.7634
2024-11-26 02:26:32.552465 Epoch [009/180], Step [0020/0750], Total_loss: 1.7087 Loss1: 0.8492 Loss2: 0.8595
2024-11-26 02:27:10.486262 Epoch [009/180], Step [0040/0750], Total_loss: 1.7766 Loss1: 0.8747 Loss2: 0.9016
2024-11-26 02:27:49.022448 Epoch [009/180], Step [0060/0750], Total_loss: 1.5061 Loss1: 0.7685 Loss2: 0.7365
2024-11-26 02:28:27.033326 Epoch [009/180], Step [0080/0750], Total_loss: 1.1801 Loss1: 0.6198 Loss2: 0.5591
2024-11-26 02:29:05.069103 Epoch [009/180], Step [0100/0750], Total_loss: 1.6602 Loss1: 0.8264 Loss2: 0.8328
2024-11-26 02:29:43.463793 Epoch [009/180], Step [0120/0750], Total_loss: 1.5545 Loss1: 0.7712 Loss2: 0.7813
2024-11-26 02:30:21.814279 Epoch [009/180], Step [0140/0750], Total_loss: 1.4811 Loss1: 0.7466 Loss2: 0.7314
2024-11-26 02:31:00.328526 Epoch [009/180], Step [0160/0750], Total_loss: 1.5963 Loss1: 0.8023 Loss2: 0.7867
2024-11-26 02:31:38.466553 Epoch [009/180], Step [0180/0750], Total_loss: 1.5127 Loss1: 0.7589 Loss2: 0.7448
2024-11-26 02:32:16.792171 Epoch [009/180], Step [0200/0750], Total_loss: 1.5598 Loss1: 0.7828 Loss2: 0.7709
2024-11-26 02:32:54.872778 Epoch [009/180], Step [0220/0750], Total_loss: 1.4056 Loss1: 0.7119 Loss2: 0.6860
2024-11-26 02:33:33.213666 Epoch [009/180], Step [0240/0750], Total_loss: 1.6185 Loss1: 0.8062 Loss2: 0.8039
2024-11-26 02:34:11.386054 Epoch [009/180], Step [0260/0750], Total_loss: 1.6809 Loss1: 0.8390 Loss2: 0.8318
2024-11-26 02:34:49.632516 Epoch [009/180], Step [0280/0750], Total_loss: 1.3322 Loss1: 0.6694 Loss2: 0.6485
2024-11-26 02:35:27.886456 Epoch [009/180], Step [0300/0750], Total_loss: 1.8602 Loss1: 0.8984 Loss2: 0.9476
2024-11-26 02:36:06.032515 Epoch [009/180], Step [0320/0750], Total_loss: 1.4464 Loss1: 0.7250 Loss2: 0.7055
2024-11-26 02:36:44.031782 Epoch [009/180], Step [0340/0750], Total_loss: 1.6169 Loss1: 0.7997 Loss2: 0.8059
2024-11-26 02:37:22.001435 Epoch [009/180], Step [0360/0750], Total_loss: 1.5884 Loss1: 0.7859 Loss2: 0.7824
2024-11-26 02:38:00.201263 Epoch [009/180], Step [0380/0750], Total_loss: 1.5992 Loss1: 0.7984 Loss2: 0.7882
2024-11-26 02:38:38.382267 Epoch [009/180], Step [0400/0750], Total_loss: 1.7421 Loss1: 0.8516 Loss2: 0.8793
2024-11-26 02:39:16.570712 Epoch [009/180], Step [0420/0750], Total_loss: 1.5798 Loss1: 0.7818 Loss2: 0.7827
2024-11-26 02:39:54.795111 Epoch [009/180], Step [0440/0750], Total_loss: 1.5163 Loss1: 0.7540 Loss2: 0.7330
2024-11-26 02:40:33.529775 Epoch [009/180], Step [0460/0750], Total_loss: 1.6674 Loss1: 0.8196 Loss2: 0.8376
2024-11-26 02:41:12.014276 Epoch [009/180], Step [0480/0750], Total_loss: 1.4833 Loss1: 0.7379 Loss2: 0.7234
2024-11-26 02:41:50.255457 Epoch [009/180], Step [0500/0750], Total_loss: 1.6372 Loss1: 0.7993 Loss2: 0.8074
2024-11-26 02:42:28.537305 Epoch [009/180], Step [0520/0750], Total_loss: 1.5465 Loss1: 0.7524 Loss2: 0.7627
2024-11-26 02:43:06.437167 Epoch [009/180], Step [0540/0750], Total_loss: 1.5235 Loss1: 0.7490 Loss2: 0.7337
2024-11-26 02:43:44.741920 Epoch [009/180], Step [0560/0750], Total_loss: 1.5965 Loss1: 0.7795 Loss2: 0.7870
2024-11-26 02:44:22.980072 Epoch [009/180], Step [0580/0750], Total_loss: 1.7575 Loss1: 0.8565 Loss2: 0.8842
2024-11-26 02:45:00.933574 Epoch [009/180], Step [0600/0750], Total_loss: 1.7859 Loss1: 0.8657 Loss2: 0.9039
2024-11-26 02:45:39.436009 Epoch [009/180], Step [0620/0750], Total_loss: 1.5645 Loss1: 0.7500 Loss2: 0.7733
2024-11-26 02:46:17.529386 Epoch [009/180], Step [0640/0750], Total_loss: 1.3332 Loss1: 0.6772 Loss2: 0.6186
2024-11-26 02:46:55.735593 Epoch [009/180], Step [0660/0750], Total_loss: 1.4039 Loss1: 0.7174 Loss2: 0.6796
2024-11-26 02:47:33.584508 Epoch [009/180], Step [0680/0750], Total_loss: 1.6485 Loss1: 0.7890 Loss2: 0.8092
2024-11-26 02:48:11.456555 Epoch [009/180], Step [0700/0750], Total_loss: 1.6919 Loss1: 0.8299 Loss2: 0.8313
2024-11-26 02:48:49.081142 Epoch [009/180], Step [0720/0750], Total_loss: 1.9667 Loss1: 0.9464 Loss2: 1.0118
2024-11-26 02:49:26.532175 Epoch [009/180], Step [0740/0750], Total_loss: 1.4058 Loss1: 0.6887 Loss2: 0.6813
2024-11-26 02:49:45.510492 Epoch [009/180], Step [0750/0750], Total_loss: 1.6312 Loss1: 0.7935 Loss2: 0.8099
Epoch: 9, MAE: 0.029299571505727096, bestMAE: 0.025958800800178018, bestEpoch: 8.
2024-11-26 02:59:17.195059 Epoch [010/180], Step [0001/0750], Total_loss: 1.3769 Loss1: 0.7048 Loss2: 0.6721
2024-11-26 02:59:53.264453 Epoch [010/180], Step [0020/0750], Total_loss: 1.6943 Loss1: 0.8416 Loss2: 0.8527
2024-11-26 03:00:31.057795 Epoch [010/180], Step [0040/0750], Total_loss: 1.4533 Loss1: 0.7405 Loss2: 0.7126
2024-11-26 03:01:09.445096 Epoch [010/180], Step [0060/0750], Total_loss: 1.3032 Loss1: 0.6751 Loss2: 0.6277
2024-11-26 03:01:47.690696 Epoch [010/180], Step [0080/0750], Total_loss: 1.7365 Loss1: 0.8672 Loss2: 0.8684
2024-11-26 03:02:25.772942 Epoch [010/180], Step [0100/0750], Total_loss: 1.3988 Loss1: 0.7132 Loss2: 0.6842
2024-11-26 03:03:03.637305 Epoch [010/180], Step [0120/0750], Total_loss: 1.2418 Loss1: 0.6372 Loss2: 0.6014
2024-11-26 03:03:41.711213 Epoch [010/180], Step [0140/0750], Total_loss: 1.3221 Loss1: 0.6730 Loss2: 0.6467
2024-11-26 03:04:19.486323 Epoch [010/180], Step [0160/0750], Total_loss: 1.3653 Loss1: 0.6876 Loss2: 0.6732
2024-11-26 03:04:57.543697 Epoch [010/180], Step [0180/0750], Total_loss: 1.5893 Loss1: 0.7982 Loss2: 0.7866
2024-11-26 03:05:35.405204 Epoch [010/180], Step [0200/0750], Total_loss: 1.7131 Loss1: 0.8441 Loss2: 0.8619
2024-11-26 03:06:13.357128 Epoch [010/180], Step [0220/0750], Total_loss: 0.9001 Loss1: 0.4862 Loss2: 0.4051
2024-11-26 03:06:50.845699 Epoch [010/180], Step [0240/0750], Total_loss: 1.4642 Loss1: 0.7480 Loss2: 0.7032
2024-11-26 03:07:29.244946 Epoch [010/180], Step [0260/0750], Total_loss: 1.4748 Loss1: 0.7135 Loss2: 0.7477
2024-11-26 03:08:07.158445 Epoch [010/180], Step [0280/0750], Total_loss: 1.4285 Loss1: 0.7098 Loss2: 0.7079
2024-11-26 03:08:44.868688 Epoch [010/180], Step [0300/0750], Total_loss: 1.5556 Loss1: 0.7717 Loss2: 0.7779
2024-11-26 03:09:23.389334 Epoch [010/180], Step [0320/0750], Total_loss: 1.4845 Loss1: 0.7541 Loss2: 0.7242
2024-11-26 03:10:01.991327 Epoch [010/180], Step [0340/0750], Total_loss: 1.3696 Loss1: 0.6873 Loss2: 0.6537
2024-11-26 03:10:40.021341 Epoch [010/180], Step [0360/0750], Total_loss: 1.3117 Loss1: 0.6594 Loss2: 0.6261
2024-11-26 03:11:18.421396 Epoch [010/180], Step [0380/0750], Total_loss: 1.4042 Loss1: 0.7066 Loss2: 0.6834
2024-11-26 03:11:56.275331 Epoch [010/180], Step [0400/0750], Total_loss: 1.4588 Loss1: 0.7227 Loss2: 0.7250
2024-11-26 03:12:34.258241 Epoch [010/180], Step [0420/0750], Total_loss: 2.0240 Loss1: 0.9539 Loss2: 1.0439
2024-11-26 03:13:12.222073 Epoch [010/180], Step [0440/0750], Total_loss: 1.4085 Loss1: 0.7087 Loss2: 0.6800
2024-11-26 03:13:50.472497 Epoch [010/180], Step [0460/0750], Total_loss: 1.8993 Loss1: 0.9179 Loss2: 0.9720
2024-11-26 03:14:28.528509 Epoch [010/180], Step [0480/0750], Total_loss: 1.1594 Loss1: 0.5969 Loss2: 0.5348
2024-11-26 03:15:06.620071 Epoch [010/180], Step [0500/0750], Total_loss: 1.5153 Loss1: 0.7617 Loss2: 0.7382
2024-11-26 03:15:44.823881 Epoch [010/180], Step [0520/0750], Total_loss: 1.6207 Loss1: 0.8035 Loss2: 0.8096
2024-11-26 03:16:23.153583 Epoch [010/180], Step [0540/0750], Total_loss: 1.6655 Loss1: 0.8197 Loss2: 0.8175
2024-11-26 03:17:00.964003 Epoch [010/180], Step [0560/0750], Total_loss: 1.7556 Loss1: 0.8603 Loss2: 0.8885
2024-11-26 03:17:38.733175 Epoch [010/180], Step [0580/0750], Total_loss: 1.3857 Loss1: 0.6915 Loss2: 0.6624
